Datum,Uhrzeit,ADC,Rs_Ohm,PPM_CO2
2026-03-26,15:25:24,59,6535.6,466.58
2026-03-26,15:25:26,61,6308.2,514.65
2026-03-26,15:25:28,61,6308.2,514.65
2026-03-26,15:25:30,62,6200.0,539.91
2026-03-26,15:25:32,62,6200.0,539.91
2026-03-26,15:25:34,62,6200.0,539.91
2026-03-26,15:25:36,61,6308.2,514.65
2026-03-26,15:25:38,62,6200.0,539.91
2026-03-26,15:25:40,62,6200.0,539.91
2026-03-26,15:25:42,62,6200.0,539.91
2026-03-26,15:25:44,62,6200.0,539.91
2026-03-26,15:25:46,62,6200.0,539.91
2026-03-26,15:25:48,62,6200.0,539.91
2026-03-26,15:25:50,62,6200.0,539.91
2026-03-26,15:25:52,63,6095.2,566.0
2026-03-26,15:25:54,63,6095.2,566.0
2026-03-26,15:25:56,63,6095.2,566.0
2026-03-26,15:25:58,62,6200.0,539.91
2026-03-26,15:26:00,62,6200.0,539.91
2026-03-26,15:26:02,63,6095.2,566.0
2026-03-26,15:26:04,63,6095.2,566.0
2026-03-26,15:26:06,62,6200.0,539.91
2026-03-26,15:26:08,62,6200.0,539.91
2026-03-26,15:26:10,62,6200.0,539.91
2026-03-26,15:26:12,63,6095.2,566.0
2026-03-26,15:26:14,63,6095.2,566.0
2026-03-26,15:26:16,66,5800.0,649.41
2026-03-26,15:26:18,66,5800.0,649.41
2026-03-26,15:26:20,66,5800.0,649.41
2026-03-26,15:26:22,65,5895.4,620.73
2026-03-26,15:26:24,65,5895.4,620.73
2026-03-26,15:26:26,65,5895.4,620.73
2026-03-26,15:26:28,65,5895.4,620.73
2026-03-26,15:26:30,66,5800.0,649.41
2026-03-26,15:26:32,66,5800.0,649.41
2026-03-26,15:26:34,66,5800.0,649.41
2026-03-26,15:26:36,75,5056.0,949.76
2026-03-26,15:26:38,74,5129.7,912.44
2026-03-26,15:26:40,74,5129.7,912.44
2026-03-26,15:26:42,74,5129.7,912.44
2026-03-26,15:26:44,74,5129.7,912.44
2026-03-26,15:26:46,74,5129.7,912.44
2026-03-26,15:26:48,74,5129.7,912.44
2026-03-26,15:26:50,73,5205.5,876.14
2026-03-26,15:26:52,73,5205.5,876.14
2026-03-26,15:26:54,72,5283.3,840.86
2026-03-26,15:26:56,71,5363.4,806.56
2026-03-26,15:26:58,72,5283.3,840.86
2026-03-26,15:27:00,72,5283.3,840.86
2026-03-26,15:27:02,70,5445.7,773.25
2026-03-26,15:27:04,70,5445.7,773.25
2026-03-26,15:27:06,70,5445.7,773.25
2026-03-26,15:27:08,69,5530.4,740.89
2026-03-26,15:27:10,69,5530.4,740.89
2026-03-26,15:27:12,69,5530.4,740.89
2026-03-26,15:27:14,69,5530.4,740.89
2026-03-26,15:27:16,70,5445.7,773.25
2026-03-26,15:27:18,69,5530.4,740.89
2026-03-26,15:27:20,69,5530.4,740.89
2026-03-26,15:27:22,69,5530.4,740.89
2026-03-26,15:27:24,70,5445.7,773.25
2026-03-26,15:27:26,69,5530.4,740.89
2026-03-26,15:27:28,70,5445.7,773.25
2026-03-26,15:27:30,70,5445.7,773.25
2026-03-26,15:27:32,70,5445.7,773.25
2026-03-26,15:27:34,70,5445.7,773.25
2026-03-26,15:27:36,69,5530.4,740.89
2026-03-26,15:27:38,68,5617.6,709.48
2026-03-26,15:27:40,69,5530.4,740.89
2026-03-26,15:27:42,69,5530.4,740.89
2026-03-26,15:27:44,69,5530.4,740.89
2026-03-26,15:27:46,69,5530.4,740.89
2026-03-26,15:27:48,69,5530.4,740.89
2026-03-26,15:27:50,68,5617.6,709.48
2026-03-26,15:27:52,69,5530.4,740.89
2026-03-26,15:27:54,69,5530.4,740.89
2026-03-26,15:27:56,69,5530.4,740.89
2026-03-26,15:27:58,68,5617.6,709.48
2026-03-26,15:28:00,69,5530.4,740.89
2026-03-26,15:28:02,69,5530.4,740.89
2026-03-26,15:28:04,70,5445.7,773.25
2026-03-26,15:28:06,69,5530.4,740.89
2026-03-26,15:28:08,69,5530.4,740.89
2026-03-26,15:28:10,69,5530.4,740.89
2026-03-26,15:28:12,69,5530.4,740.89
2026-03-26,15:28:14,69,5530.4,740.89
2026-03-26,15:28:16,69,5530.4,740.89
2026-03-26,15:28:18,69,5530.4,740.89
2026-03-26,15:28:20,69,5530.4,740.89
2026-03-26,15:28:22,68,5617.6,709.48
2026-03-26,15:28:24,68,5617.6,709.48
2026-03-26,15:28:26,69,5530.4,740.89
2026-03-26,15:28:28,68,5617.6,709.48
2026-03-26,15:28:30,68,5617.6,709.48
2026-03-26,15:28:32,68,5617.6,709.48
2026-03-26,15:28:34,67,5707.5,678.99
2026-03-26,15:28:36,68,5617.6,709.48
2026-03-26,15:28:38,68,5617.6,709.48
2026-03-26,15:28:40,68,5617.6,709.48
2026-03-26,15:28:42,68,5617.6,709.48
2026-03-26,15:28:44,68,5617.6,709.48
2026-03-26,15:28:46,68,5617.6,709.48
2026-03-26,15:28:48,68,5617.6,709.48
2026-03-26,15:28:50,68,5617.6,709.48
2026-03-26,15:28:52,68,5617.6,709.48
2026-03-26,15:28:54,68,5617.6,709.48
2026-03-26,15:28:56,68,5617.6,709.48
2026-03-26,15:28:58,68,5617.6,709.48
2026-03-26,15:29:00,68,5617.6,709.48
2026-03-26,15:29:02,68,5617.6,709.48
2026-03-26,15:29:04,68,5617.6,709.48
2026-03-26,15:29:06,68,5617.6,709.48
2026-03-26,15:29:08,68,5617.6,709.48
2026-03-26,15:29:10,68,5617.6,709.48
2026-03-26,15:29:12,68,5617.6,709.48
2026-03-26,15:29:14,68,5617.6,709.48
2026-03-26,15:29:16,68,5617.6,709.48
2026-03-26,15:29:18,87,4303.4,1483.95
2026-03-26,15:29:20,86,4358.1,1432.95
2026-03-26,15:29:22,84,4471.4,1334.66
2026-03-26,15:29:24,83,4530.1,1287.33
2026-03-26,15:29:26,82,4590.2,1241.18
2026-03-26,15:29:28,108,3388.9,2875.63
2026-03-26,15:29:30,84,4471.4,1334.66
2026-03-26,15:29:32,83,4530.1,1287.33
2026-03-26,15:29:34,83,4530.1,1287.33
2026-03-26,15:29:36,83,4530.1,1287.33
2026-03-26,15:29:38,82,4590.2,1241.18
2026-03-26,15:29:40,82,4590.2,1241.18
2026-03-26,15:29:42,82,4590.2,1241.18
2026-03-26,15:29:44,81,4651.9,1196.19
2026-03-26,15:29:46,81,4651.9,1196.19
2026-03-26,15:29:48,81,4651.9,1196.19
2026-03-26,15:29:50,80,4715.0,1152.35
2026-03-26,15:29:52,80,4715.0,1152.35
2026-03-26,15:29:54,80,4715.0,1152.35
2026-03-26,15:29:56,80,4715.0,1152.35
2026-03-26,15:29:58,80,4715.0,1152.35
2026-03-26,15:30:00,79,4779.7,1109.64
2026-03-26,15:30:02,79,4779.7,1109.64
2026-03-26,15:30:04,79,4779.7,1109.64
2026-03-26,15:30:06,79,4779.7,1109.64
2026-03-26,15:30:08,79,4779.7,1109.64
2026-03-26,15:30:10,79,4779.7,1109.64
2026-03-26,15:30:12,78,4846.2,1068.05
2026-03-26,15:30:15,78,4846.2,1068.05
2026-03-26,15:30:17,78,4846.2,1068.05
2026-03-26,15:30:19,78,4846.2,1068.05
2026-03-26,15:30:21,78,4846.2,1068.05
2026-03-26,15:30:23,78,4846.2,1068.05
2026-03-26,15:30:25,78,4846.2,1068.05
2026-03-26,15:30:27,78,4846.2,1068.05
2026-03-26,15:30:29,78,4846.2,1068.05
2026-03-26,15:30:31,78,4846.2,1068.05
2026-03-26,15:30:33,78,4846.2,1068.05
2026-03-26,15:30:35,77,4914.3,1027.55
2026-03-26,15:30:37,77,4914.3,1027.55
2026-03-26,15:30:39,77,4914.3,1027.55
2026-03-26,15:30:41,77,4914.3,1027.55
2026-03-26,15:30:43,77,4914.3,1027.55
2026-03-26,15:30:45,77,4914.3,1027.55
2026-03-26,15:30:47,77,4914.3,1027.55
2026-03-26,15:30:49,77,4914.3,1027.55
2026-03-26,15:30:51,77,4914.3,1027.55
2026-03-26,15:30:53,77,4914.3,1027.55
2026-03-26,15:30:55,77,4914.3,1027.55
2026-03-26,15:30:57,76,4984.2,988.12
2026-03-26,15:30:59,76,4984.2,988.12
2026-03-26,15:31:01,76,4984.2,988.12
2026-03-26,15:31:03,76,4984.2,988.12
2026-03-26,15:31:05,76,4984.2,988.12
2026-03-26,15:31:07,76,4984.2,988.12
2026-03-26,15:31:09,76,4984.2,988.12
2026-03-26,15:31:11,76,4984.2,988.12
2026-03-26,15:31:13,76,4984.2,988.12
2026-03-26,15:31:15,76,4984.2,988.12
2026-03-26,15:31:17,76,4984.2,988.12
2026-03-26,15:31:19,76,4984.2,988.12
2026-03-26,15:31:21,76,4984.2,988.12
2026-03-26,15:31:23,76,4984.2,988.12
2026-03-26,15:31:25,75,5056.0,949.76
2026-03-26,15:31:27,76,4984.2,988.12
2026-03-26,15:31:29,75,5056.0,949.76
2026-03-26,15:31:31,75,5056.0,949.76
2026-03-26,15:31:33,75,5056.0,949.76
2026-03-26,15:31:35,75,5056.0,949.76
2026-03-26,15:31:37,75,5056.0,949.76
2026-03-26,15:31:39,75,5056.0,949.76
2026-03-26,15:31:41,76,4984.2,988.12
2026-03-26,15:31:43,76,4984.2,988.12
2026-03-26,15:31:45,75,5056.0,949.76
2026-03-26,15:31:47,76,4984.2,988.12
2026-03-26,15:31:49,76,4984.2,988.12
2026-03-26,15:31:51,76,4984.2,988.12
2026-03-26,15:31:53,75,5056.0,949.76
2026-03-26,15:31:55,76,4984.2,988.12
2026-03-26,15:31:57,76,4984.2,988.12
2026-03-26,15:31:59,76,4984.2,988.12
2026-03-26,15:32:01,75,5056.0,949.76
2026-03-26,15:32:03,75,5056.0,949.76
2026-03-26,15:32:05,75,5056.0,949.76
2026-03-26,15:32:07,75,5056.0,949.76
2026-03-26,15:32:09,75,5056.0,949.76
2026-03-26,15:32:11,75,5056.0,949.76
2026-03-26,15:32:13,75,5056.0,949.76
2026-03-26,15:32:15,75,5056.0,949.76
2026-03-26,15:32:17,75,5056.0,949.76
2026-03-26,15:32:19,75,5056.0,949.76
2026-03-26,15:32:21,75,5056.0,949.76
2026-03-26,15:32:23,75,5056.0,949.76
2026-03-26,15:32:25,75,5056.0,949.76
2026-03-26,15:32:27,75,5056.0,949.76
2026-03-26,15:32:29,75,5056.0,949.76
2026-03-26,15:32:31,75,5056.0,949.76
2026-03-26,15:32:33,75,5056.0,949.76
2026-03-26,15:32:35,75,5056.0,949.76
2026-03-26,15:32:37,75,5056.0,949.76
2026-03-26,15:32:39,75,5056.0,949.76
2026-03-26,15:32:41,75,5056.0,949.76
2026-03-26,15:32:43,75,5056.0,949.76
2026-03-26,15:32:45,75,5056.0,949.76
2026-03-26,15:32:47,75,5056.0,949.76
2026-03-26,15:32:49,75,5056.0,949.76
2026-03-26,15:32:51,77,4914.3,1027.55
2026-03-26,15:32:53,77,4914.3,1027.55
2026-03-26,15:32:55,77,4914.3,1027.55
2026-03-26,15:32:57,77,4914.3,1027.55
2026-03-26,15:32:59,77,4914.3,1027.55
2026-03-26,15:33:01,77,4914.3,1027.55
2026-03-26,15:33:03,77,4914.3,1027.55
2026-03-26,15:33:05,77,4914.3,1027.55
2026-03-26,15:33:07,77,4914.3,1027.55
2026-03-26,15:33:09,77,4914.3,1027.55
2026-03-26,15:33:11,77,4914.3,1027.55
2026-03-26,15:33:13,77,4914.3,1027.55
2026-03-26,15:33:15,77,4914.3,1027.55
2026-03-26,15:33:17,77,4914.3,1027.55
2026-03-26,15:33:19,76,4984.2,988.12
2026-03-26,15:33:21,77,4914.3,1027.55
2026-03-26,15:33:23,76,4984.2,988.12
2026-03-26,15:33:25,77,4914.3,1027.55
2026-03-26,15:33:27,77,4914.3,1027.55
2026-03-26,15:33:29,76,4984.2,988.12
2026-03-26,15:33:31,77,4914.3,1027.55
2026-03-26,15:33:33,77,4914.3,1027.55
2026-03-26,15:33:35,77,4914.3,1027.55
2026-03-26,15:33:37,76,4984.2,988.12
2026-03-26,15:33:39,76,4984.2,988.12
2026-03-26,15:33:41,77,4914.3,1027.55
2026-03-26,15:33:43,76,4984.2,988.12
2026-03-26,15:33:45,77,4914.3,1027.55
2026-03-26,15:33:47,77,4914.3,1027.55
2026-03-26,15:33:49,76,4984.2,988.12
2026-03-26,15:33:51,76,4984.2,988.12
2026-03-26,15:33:53,76,4984.2,988.12
2026-03-26,15:33:55,76,4984.2,988.12
2026-03-26,15:33:57,77,4914.3,1027.55
2026-03-26,15:33:59,76,4984.2,988.12
2026-03-26,15:34:01,77,4914.3,1027.55
2026-03-26,15:34:03,76,4984.2,988.12
2026-03-26,15:34:05,76,4984.2,988.12
2026-03-26,15:34:07,76,4984.2,988.12
2026-03-26,15:34:09,76,4984.2,988.12
2026-03-26,15:34:11,76,4984.2,988.12
2026-03-26,15:34:13,77,4914.3,1027.55
2026-03-26,15:34:15,76,4984.2,988.12
2026-03-26,15:34:17,76,4984.2,988.12
2026-03-26,15:34:19,76,4984.2,988.12
2026-03-26,15:34:21,76,4984.2,988.12
2026-03-26,15:34:23,77,4914.3,1027.55
2026-03-26,15:34:25,76,4984.2,988.12
2026-03-26,15:34:27,76,4984.2,988.12
2026-03-26,15:34:29,76,4984.2,988.12
2026-03-26,15:34:31,76,4984.2,988.12
2026-03-26,15:34:33,77,4914.3,1027.55
2026-03-26,15:34:35,76,4984.2,988.12
2026-03-26,15:34:37,76,4984.2,988.12
2026-03-26,15:34:39,76,4984.2,988.12
2026-03-26,15:34:41,77,4914.3,1027.55
2026-03-26,15:34:43,76,4984.2,988.12
2026-03-26,15:34:45,76,4984.2,988.12
2026-03-26,15:34:47,76,4984.2,988.12
2026-03-26,15:34:49,76,4984.2,988.12
2026-03-26,15:34:51,76,4984.2,988.12
2026-03-26,15:34:53,76,4984.2,988.12
2026-03-26,15:34:55,76,4984.2,988.12
2026-03-26,15:34:57,76,4984.2,988.12
2026-03-26,15:34:59,76,4984.2,988.12
2026-03-26,15:35:01,76,4984.2,988.12
2026-03-26,15:35:03,76,4984.2,988.12
2026-03-26,15:35:05,76,4984.2,988.12
2026-03-26,15:35:07,76,4984.2,988.12
2026-03-26,15:35:09,76,4984.2,988.12
2026-03-26,15:35:11,76,4984.2,988.12
2026-03-26,15:35:13,76,4984.2,988.12
2026-03-26,15:35:15,76,4984.2,988.12
2026-03-26,15:35:17,76,4984.2,988.12
2026-03-26,15:35:19,76,4984.2,988.12
2026-03-26,15:35:21,76,4984.2,988.12
2026-03-26,15:35:23,76,4984.2,988.12
2026-03-26,15:35:25,76,4984.2,988.12
2026-03-26,15:35:27,76,4984.2,988.12
2026-03-26,15:35:29,76,4984.2,988.12
2026-03-26,15:35:31,76,4984.2,988.12
2026-03-26,15:35:33,76,4984.2,988.12
2026-03-26,15:35:35,76,4984.2,988.12
2026-03-26,15:35:37,76,4984.2,988.12
2026-03-26,15:35:39,76,4984.2,988.12
2026-03-26,15:35:41,76,4984.2,988.12
2026-03-26,15:35:43,76,4984.2,988.12
2026-03-26,15:35:45,76,4984.2,988.12
2026-03-26,15:35:47,76,4984.2,988.12
2026-03-26,15:35:49,76,4984.2,988.12
2026-03-26,15:35:51,76,4984.2,988.12
2026-03-26,15:35:53,76,4984.2,988.12
2026-03-26,15:35:55,76,4984.2,988.12
2026-03-26,15:35:57,76,4984.2,988.12
2026-03-26,15:35:59,76,4984.2,988.12
2026-03-26,15:36:01,76,4984.2,988.12
2026-03-26,15:36:03,76,4984.2,988.12
2026-03-26,15:36:05,76,4984.2,988.12
2026-03-26,15:36:07,76,4984.2,988.12
2026-03-26,15:36:09,76,4984.2,988.12
2026-03-26,15:36:11,76,4984.2,988.12
2026-03-26,15:36:13,76,4984.2,988.12
2026-03-26,15:36:15,76,4984.2,988.12
2026-03-26,15:36:17,76,4984.2,988.12
2026-03-26,15:36:19,76,4984.2,988.12
2026-03-26,15:36:21,76,4984.2,988.12
2026-03-26,15:36:23,76,4984.2,988.12
2026-03-26,15:36:25,76,4984.2,988.12
2026-03-26,15:36:27,76,4984.2,988.12
2026-03-26,15:36:29,76,4984.2,988.12
2026-03-26,15:36:31,76,4984.2,988.12
2026-03-26,15:36:33,76,4984.2,988.12
2026-03-26,15:36:35,76,4984.2,988.12
2026-03-26,15:36:37,76,4984.2,988.12
2026-03-26,15:36:39,76,4984.2,988.12
2026-03-26,15:36:41,76,4984.2,988.12
2026-03-26,15:36:43,76,4984.2,988.12
2026-03-26,15:36:45,76,4984.2,988.12
2026-03-26,15:36:48,76,4984.2,988.12
2026-03-26,15:36:50,76,4984.2,988.12
2026-03-26,15:36:52,76,4984.2,988.12
2026-03-26,15:36:54,76,4984.2,988.12
2026-03-26,15:36:56,76,4984.2,988.12
2026-03-26,15:36:58,76,4984.2,988.12
2026-03-26,15:37:00,76,4984.2,988.12
2026-03-26,15:37:02,76,4984.2,988.12
2026-03-26,15:37:04,76,4984.2,988.12
2026-03-26,15:37:06,76,4984.2,988.12
2026-03-26,15:37:08,76,4984.2,988.12
2026-03-26,15:37:10,76,4984.2,988.12
2026-03-26,15:37:12,76,4984.2,988.12
2026-03-26,15:37:14,76,4984.2,988.12
2026-03-26,15:37:16,76,4984.2,988.12
2026-03-26,15:37:18,76,4984.2,988.12
2026-03-26,15:37:20,76,4984.2,988.12
2026-03-26,15:37:22,76,4984.2,988.12
2026-03-26,15:37:24,76,4984.2,988.12
2026-03-26,15:37:26,77,4914.3,1027.55
2026-03-26,15:37:28,76,4984.2,988.12
2026-03-26,15:37:30,77,4914.3,1027.55
2026-03-26,15:37:32,76,4984.2,988.12
2026-03-26,15:37:34,77,4914.3,1027.55
2026-03-26,15:37:36,76,4984.2,988.12
2026-03-26,15:37:38,77,4914.3,1027.55
2026-03-26,15:37:40,76,4984.2,988.12
2026-03-26,15:37:42,76,4984.2,988.12
2026-03-26,15:37:44,76,4984.2,988.12
2026-03-26,15:37:46,76,4984.2,988.12
2026-03-26,15:37:48,76,4984.2,988.12
2026-03-26,15:37:50,76,4984.2,988.12
2026-03-26,15:37:52,76,4984.2,988.12
2026-03-26,15:37:54,76,4984.2,988.12
2026-03-26,15:37:56,76,4984.2,988.12
2026-03-26,15:37:58,76,4984.2,988.12
2026-03-26,15:38:00,76,4984.2,988.12
2026-03-26,15:38:02,76,4984.2,988.12
2026-03-26,15:38:04,76,4984.2,988.12
2026-03-26,15:38:06,76,4984.2,988.12
2026-03-26,15:38:08,76,4984.2,988.12
2026-03-26,15:38:10,76,4984.2,988.12
2026-03-26,15:38:12,76,4984.2,988.12
2026-03-26,15:38:14,76,4984.2,988.12
2026-03-26,15:38:16,76,4984.2,988.12
2026-03-26,15:38:18,76,4984.2,988.12
2026-03-26,15:38:20,76,4984.2,988.12
2026-03-26,15:38:22,76,4984.2,988.12
2026-03-26,15:38:24,75,5056.0,949.76
2026-03-26,15:38:26,76,4984.2,988.12
2026-03-26,15:38:28,76,4984.2,988.12
2026-03-26,15:38:30,76,4984.2,988.12
2026-03-26,15:38:32,76,4984.2,988.12
2026-03-26,15:38:34,76,4984.2,988.12
2026-03-26,15:38:36,76,4984.2,988.12
2026-03-26,15:38:38,76,4984.2,988.12
2026-03-26,15:38:40,76,4984.2,988.12
2026-03-26,15:38:42,76,4984.2,988.12
2026-03-26,15:38:44,76,4984.2,988.12
2026-03-26,15:38:46,76,4984.2,988.12
2026-03-26,15:38:48,76,4984.2,988.12
2026-03-26,15:38:50,76,4984.2,988.12
2026-03-26,15:38:52,76,4984.2,988.12
2026-03-26,15:38:54,76,4984.2,988.12
2026-03-26,15:38:56,76,4984.2,988.12
2026-03-26,15:38:58,76,4984.2,988.12
2026-03-26,15:39:00,76,4984.2,988.12
2026-03-26,15:39:02,76,4984.2,988.12
2026-03-26,15:39:04,76,4984.2,988.12
2026-03-26,15:39:06,76,4984.2,988.12
2026-03-26,15:39:08,76,4984.2,988.12
2026-03-26,15:39:10,76,4984.2,988.12
2026-03-26,15:39:12,76,4984.2,988.12
2026-03-26,15:39:14,76,4984.2,988.12
2026-03-26,15:39:16,76,4984.2,988.12
2026-03-26,15:39:18,76,4984.2,988.12
2026-03-26,15:39:20,76,4984.2,988.12
2026-03-26,15:39:22,76,4984.2,988.12
2026-03-26,15:39:24,76,4984.2,988.12
2026-03-26,15:39:26,76,4984.2,988.12
2026-03-26,15:39:28,76,4984.2,988.12
2026-03-26,15:39:30,76,4984.2,988.12
2026-03-26,15:39:32,76,4984.2,988.12
2026-03-26,15:39:34,76,4984.2,988.12
2026-03-26,15:39:36,76,4984.2,988.12
2026-03-26,15:39:38,75,5056.0,949.76
2026-03-26,15:39:40,76,4984.2,988.12
2026-03-26,15:39:42,76,4984.2,988.12
2026-03-26,15:39:44,76,4984.2,988.12
2026-03-26,15:39:46,75,5056.0,949.76
2026-03-26,15:39:48,76,4984.2,988.12
2026-03-26,15:39:50,75,5056.0,949.76
2026-03-26,15:39:52,76,4984.2,988.12
2026-03-26,15:39:54,76,4984.2,988.12
2026-03-26,15:39:56,76,4984.2,988.12
2026-03-26,15:39:58,75,5056.0,949.76
2026-03-26,15:40:00,75,5056.0,949.76
2026-03-26,15:40:02,76,4984.2,988.12
2026-03-26,15:40:04,75,5056.0,949.76
2026-03-26,15:40:06,75,5056.0,949.76
2026-03-26,15:40:08,75,5056.0,949.76
2026-03-26,15:40:10,75,5056.0,949.76
2026-03-26,15:40:12,76,4984.2,988.12
2026-03-26,15:40:14,75,5056.0,949.76
2026-03-26,15:40:16,75,5056.0,949.76
2026-03-26,15:40:18,75,5056.0,949.76
2026-03-26,15:40:20,75,5056.0,949.76
2026-03-26,15:40:22,75,5056.0,949.76
2026-03-26,15:40:24,75,5056.0,949.76
2026-03-26,15:40:26,75,5056.0,949.76
2026-03-26,15:40:28,75,5056.0,949.76
2026-03-26,15:40:30,75,5056.0,949.76
2026-03-26,15:40:32,75,5056.0,949.76
2026-03-26,15:40:34,75,5056.0,949.76
2026-03-26,15:40:36,75,5056.0,949.76
2026-03-26,15:40:38,77,4914.3,1027.55
2026-03-26,15:40:40,77,4914.3,1027.55
2026-03-26,15:40:42,77,4914.3,1027.55
2026-03-26,15:40:44,77,4914.3,1027.55
2026-03-26,15:40:46,77,4914.3,1027.55
2026-03-26,15:40:48,77,4914.3,1027.55
2026-03-26,15:40:50,76,4984.2,988.12
2026-03-26,15:40:52,76,4984.2,988.12
2026-03-26,15:40:54,76,4984.2,988.12
2026-03-26,15:40:56,76,4984.2,988.12
2026-03-26,15:40:58,76,4984.2,988.12
2026-03-26,15:41:00,76,4984.2,988.12
2026-03-26,15:41:02,76,4984.2,988.12
2026-03-26,15:41:04,76,4984.2,988.12
2026-03-26,15:41:06,76,4984.2,988.12
2026-03-26,15:41:08,76,4984.2,988.12
2026-03-26,15:41:10,75,5056.0,949.76
2026-03-26,15:41:12,76,4984.2,988.12
2026-03-26,15:41:14,76,4984.2,988.12
2026-03-26,15:41:16,76,4984.2,988.12
2026-03-26,15:41:18,76,4984.2,988.12
2026-03-26,15:41:20,75,5056.0,949.76
2026-03-26,15:41:22,75,5056.0,949.76
2026-03-26,15:41:24,75,5056.0,949.76
2026-03-26,15:41:26,76,4984.2,988.12
2026-03-26,15:41:28,76,4984.2,988.12
2026-03-26,15:41:30,76,4984.2,988.12
2026-03-26,15:41:32,75,5056.0,949.76
2026-03-26,15:41:34,75,5056.0,949.76
2026-03-26,15:41:36,75,5056.0,949.76
2026-03-26,15:41:38,75,5056.0,949.76
2026-03-26,15:41:40,75,5056.0,949.76
2026-03-26,15:41:42,75,5056.0,949.76
2026-03-26,15:41:44,75,5056.0,949.76
2026-03-26,15:41:46,75,5056.0,949.76
2026-03-26,15:41:48,75,5056.0,949.76
2026-03-26,15:41:50,75,5056.0,949.76
2026-03-26,15:41:52,75,5056.0,949.76
2026-03-26,15:41:54,75,5056.0,949.76
2026-03-26,15:41:56,75,5056.0,949.76
2026-03-26,15:41:58,75,5056.0,949.76
2026-03-26,15:42:00,75,5056.0,949.76
2026-03-26,15:42:02,75,5056.0,949.76
2026-03-26,15:42:04,75,5056.0,949.76
2026-03-26,15:42:06,75,5056.0,949.76
2026-03-26,15:42:08,75,5056.0,949.76
2026-03-26,15:42:10,75,5056.0,949.76
2026-03-26,15:42:12,75,5056.0,949.76
2026-03-26,15:42:14,75,5056.0,949.76
2026-03-26,15:42:16,75,5056.0,949.76
2026-03-26,15:42:18,75,5056.0,949.76
2026-03-26,15:42:20,75,5056.0,949.76
2026-03-26,15:42:22,75,5056.0,949.76
2026-03-26,15:42:24,75,5056.0,949.76
2026-03-26,15:42:26,75,5056.0,949.76
2026-03-26,15:42:28,75,5056.0,949.76
2026-03-26,15:42:30,75,5056.0,949.76
2026-03-26,15:42:32,75,5056.0,949.76
2026-03-26,15:42:34,75,5056.0,949.76
2026-03-26,15:42:36,75,5056.0,949.76
2026-03-26,15:42:38,76,4984.2,988.12
2026-03-26,15:42:40,87,4303.4,1483.95
2026-03-26,15:42:42,84,4471.4,1334.66
2026-03-26,15:42:44,83,4530.1,1287.33
2026-03-26,15:42:46,83,4530.1,1287.33
2026-03-26,15:42:48,83,4530.1,1287.33
2026-03-26,15:42:50,83,4530.1,1287.33
2026-03-26,15:42:52,83,4530.1,1287.33
2026-03-26,15:42:54,83,4530.1,1287.33
2026-03-26,15:42:56,83,4530.1,1287.33
2026-03-26,15:42:58,83,4530.1,1287.33
2026-03-26,15:43:00,82,4590.2,1241.18
2026-03-26,15:43:02,83,4530.1,1287.33
2026-03-26,15:43:04,82,4590.2,1241.18
2026-03-26,15:43:06,82,4590.2,1241.18
2026-03-26,15:43:08,82,4590.2,1241.18
2026-03-26,15:43:10,82,4590.2,1241.18
2026-03-26,15:43:12,83,4530.1,1287.33
2026-03-26,15:43:14,82,4590.2,1241.18
2026-03-26,15:43:16,83,4530.1,1287.33
2026-03-26,15:43:18,83,4530.1,1287.33
2026-03-26,15:43:21,83,4530.1,1287.33
2026-03-26,15:43:23,83,4530.1,1287.33
2026-03-26,15:43:25,83,4530.1,1287.33
2026-03-26,15:43:27,83,4530.1,1287.33
2026-03-26,15:43:29,83,4530.1,1287.33
2026-03-26,15:43:31,83,4530.1,1287.33
2026-03-26,15:43:33,83,4530.1,1287.33
2026-03-26,15:43:35,83,4530.1,1287.33
2026-03-26,15:43:37,83,4530.1,1287.33
2026-03-26,15:43:39,83,4530.1,1287.33
2026-03-26,15:43:41,83,4530.1,1287.33
2026-03-26,15:43:43,83,4530.1,1287.33
2026-03-26,15:43:45,83,4530.1,1287.33
2026-03-26,15:43:47,83,4530.1,1287.33
2026-03-26,15:43:49,83,4530.1,1287.33
2026-03-26,15:43:51,83,4530.1,1287.33
2026-03-26,15:43:53,83,4530.1,1287.33
2026-03-26,15:43:55,88,4250.0,1536.2
2026-03-26,15:43:57,88,4250.0,1536.2
2026-03-26,15:43:59,88,4250.0,1536.2
2026-03-26,15:44:01,87,4303.4,1483.95
2026-03-26,15:44:03,87,4303.4,1483.95
2026-03-26,15:44:05,87,4303.4,1483.95
2026-03-26,15:44:07,87,4303.4,1483.95
2026-03-26,15:44:09,87,4303.4,1483.95
2026-03-26,15:44:11,87,4303.4,1483.95
2026-03-26,15:44:13,87,4303.4,1483.95
2026-03-26,15:44:15,87,4303.4,1483.95
2026-03-26,15:44:17,87,4303.4,1483.95
2026-03-26,15:44:19,88,4250.0,1536.2
2026-03-26,15:44:21,88,4250.0,1536.2
2026-03-26,15:44:23,88,4250.0,1536.2
2026-03-26,15:44:25,88,4250.0,1536.2
2026-03-26,15:44:27,88,4250.0,1536.2
2026-03-26,15:44:29,89,4197.8,1589.73
2026-03-26,15:44:31,88,4250.0,1536.2
2026-03-26,15:44:33,89,4197.8,1589.73
2026-03-26,15:44:35,88,4250.0,1536.2
